Date,Open,High,Low,Close,Volume,Adj Close
2012-02-24,1363.46,1368.92,1363.46,1365.74,3505360000,1365.74
2012-02-23,1357.53,1364.24,1352.28,1363.46,3786450000,1363.46
2012-02-22,1362.11,1362.70,1355.53,1357.66,3633710000,1357.66
2012-02-21,1361.22,1367.76,1358.11,1362.21,3795200000,1362.21
2012-02-17,1358.06,1363.40,1357.24,1361.23,3717640000,1361.23
2012-02-16,1342.61,1359.02,1341.22,1358.04,4108880000,1358.04
2012-02-15,1350.52,1355.87,1340.80,1343.23,4080340000,1343.23
2012-02-14,1351.30,1351.30,1340.83,1350.50,3889520000,1350.50
2012-02-13,1343.06,1353.35,1343.06,1351.77,3618040000,1351.77
2012-02-10,1351.21,1351.21,1337.35,1342.64,3877580000,1342.64
2012-02-09,1349.97,1354.32,1344.63,1351.95,4209890000,1351.95
2012-02-08,1347.04,1351.00,1341.95,1349.96,4096730000,1349.96
2012-02-07,1344.33,1349.24,1335.92,1347.05,3742460000,1347.05
2012-02-06,1344.32,1344.36,1337.52,1344.33,3379700000,1344.33
2012-02-03,1326.21,1345.34,1326.21,1344.90,4608550000,1344.90
2012-02-02,1324.24,1329.19,1321.57,1325.54,4120920000,1325.54
2012-02-01,1312.45,1330.52,1312.45,1324.09,4504360000,1324.09
2012-01-31,1313.53,1321.41,1306.69,1312.41,4235550000,1312.41
2012-01-30,1316.16,1316.16,1300.49,1313.01,3659010000,1313.01
2012-01-27,1318.25,1320.06,1311.72,1316.33,3860430000,1316.33
2012-01-26,1326.28,1333.47,1313.60,1318.43,4522070000,1318.43
2012-01-25,1314.40,1328.30,1307.65,1326.06,4410910000,1326.06
2012-01-24,1315.96,1315.96,1306.06,1314.65,3693560000,1314.65
2012-01-23,1315.29,1322.28,1309.89,1316.00,3770910000,1316.00
2012-01-20,1314.49,1315.38,1309.17,1315.38,3912620000,1315.38
2012-01-19,1308.07,1315.49,1308.07,1314.50,4465890000,1314.50
2012-01-18,1293.65,1308.11,1290.99,1308.04,4096160000,1308.04
2012-01-17,1290.22,1303.00,1290.22,1293.67,4010490000,1293.67
2012-01-13,1294.82,1294.82,1277.58,1289.09,3692370000,1289.09
2012-01-12,1292.48,1296.82,1285.77,1295.50,4019890000,1295.50
2012-01-11,1292.02,1293.80,1285.41,1292.48,3968120000,1292.48
2012-01-10,1280.77,1296.46,1280.77,1292.08,4221960000,1292.08
2012-01-09,1277.83,1281.99,1274.55,1280.70,3371600000,1280.70
2012-01-06,1280.93,1281.84,1273.34,1277.81,3656830000,1277.81
2012-01-05,1277.30,1283.05,1265.26,1281.06,4315950000,1281.06
2012-01-04,1277.03,1278.73,1268.10,1277.30,3592580000,1277.30
2012-01-03,1258.86,1284.62,1258.86,1277.06,3943710000,1277.06
2011-12-30,1262.82,1264.12,1257.46,1257.60,2271850000,1257.60
2011-12-29,1249.75,1263.54,1249.75,1263.02,2278130000,1263.02
2011-12-28,1265.38,1265.85,1248.64,1249.64,2349980000,1249.64
2011-12-27,1265.02,1269.37,1262.30,1265.43,2130590000,1265.43
2011-12-23,1254.00,1265.42,1254.00,1265.33,2233830000,1265.33
2011-12-22,1243.72,1255.22,1243.72,1254.00,3492250000,1254.00
2011-12-21,1241.25,1245.09,1229.51,1243.72,2959020000,1243.72
2011-12-20,1205.72,1242.82,1205.72,1241.30,4055590000,1241.30
2011-12-19,1219.74,1224.57,1202.37,1205.35,3659820000,1205.35
2011-12-16,1216.09,1231.04,1215.20,1219.66,5345800000,1219.66
2011-12-15,1212.12,1225.60,1212.12,1215.75,3810340000,1215.75
2011-12-14,1225.73,1225.73,1209.47,1211.82,4298290000,1211.82
2011-12-13,1236.83,1249.86,1219.43,1225.73,4121570000,1225.73
2011-12-12,1255.05,1255.05,1227.25,1236.47,3600570000,1236.47
2011-12-09,1234.48,1258.25,1234.48,1255.19,3830610000,1255.19
2011-12-08,1260.87,1260.87,1231.47,1234.35,4298370000,1234.35
2011-12-07,1258.14,1267.06,1244.80,1261.01,4160540000,1261.01
2011-12-06,1257.19,1266.03,1253.03,1258.47,3734230000,1258.47
2011-12-05,1244.33,1266.73,1244.33,1257.08,4148060000,1257.08
2011-12-02,1246.03,1260.08,1243.35,1244.28,4144310000,1244.28
2011-12-01,1246.91,1251.09,1239.73,1244.58,3818680000,1244.58
2011-11-30,1196.72,1247.11,1196.72,1246.96,5801910000,1246.96
2011-11-29,1192.56,1203.67,1191.80,1195.19,3992650000,1195.19
2011-11-28,1158.67,1197.35,1158.67,1192.55,3920750000,1192.55
2011-11-25,1161.41,1172.66,1158.66,1158.67,1664200000,1158.67
2011-11-23,1187.48,1187.48,1161.79,1161.79,3798940000,1161.79
2011-11-22,1192.98,1196.81,1181.65,1188.04,3911710000,1188.04
2011-11-21,1215.62,1215.62,1183.16,1192.98,4050070000,1192.98
2011-11-18,1216.19,1223.51,1211.36,1215.65,3827610000,1215.65
2011-11-17,1236.56,1237.73,1209.43,1216.13,4596450000,1216.13
2011-11-16,1257.81,1259.61,1235.67,1236.91,4085010000,1236.91
2011-11-15,1251.70,1264.25,1244.34,1257.81,3599300000,1257.81
2011-11-14,1263.85,1263.85,1246.68,1251.78,3219680000,1251.78
2011-11-11,1240.12,1266.98,1240.12,1263.85,3329830000,1263.85
2011-11-10,1229.59,1246.22,1227.70,1239.70,4002760000,1239.70
2011-11-09,1275.18,1275.18,1226.64,1229.10,4659740000,1229.10
2011-11-08,1261.12,1277.55,1254.99,1275.92,3908490000,1275.92
2011-11-07,1253.21,1261.70,1240.75,1261.12,3429740000,1261.12
2011-11-04,1260.82,1260.82,1238.92,1253.23,3830650000,1253.23
2011-11-03,1238.25,1263.21,1234.81,1261.15,4849140000,1261.15
2011-11-02,1219.62,1242.48,1219.62,1237.90,4110530000,1237.90
2011-11-01,1251.00,1251.00,1215.42,1218.28,5645540000,1218.28
2011-10-31,1284.96,1284.96,1253.16,1253.30,4310210000,1253.30
2011-10-28,1284.39,1287.08,1277.01,1285.09,4536690000,1285.09
2011-10-27,1243.97,1292.66,1243.97,1284.59,6367610000,1284.59
2011-10-26,1229.17,1246.28,1221.06,1242.00,4873530000,1242.00
2011-10-25,1254.19,1254.19,1226.79,1229.05,4473970000,1229.05
2011-10-24,1238.72,1256.55,1238.72,1254.19,4309380000,1254.19
2011-10-21,1215.39,1239.03,1215.39,1238.25,4980770000,1238.25
2011-10-20,1209.92,1219.53,1197.34,1215.39,4870290000,1215.39
2011-10-19,1223.46,1229.64,1206.31,1209.88,4846390000,1209.88
2011-10-18,1200.75,1233.10,1191.48,1225.38,4840170000,1225.38
2011-10-17,1224.47,1224.47,1198.55,1200.86,4300700000,1200.86
2011-10-14,1205.65,1224.61,1205.65,1224.58,4116690000,1224.58
2011-10-13,1206.96,1207.46,1190.58,1203.66,4436270000,1203.66
2011-10-12,1196.19,1220.25,1196.19,1207.25,5355360000,1207.25
2011-10-11,1194.60,1199.24,1187.30,1195.54,4424500000,1195.54
2011-10-10,1158.15,1194.91,1158.15,1194.89,4446800000,1194.89
2011-10-07,1165.03,1171.40,1150.26,1155.46,5580380000,1155.46
2011-10-06,1144.11,1165.55,1134.95,1164.97,5098330000,1164.97
2011-10-05,1124.03,1146.07,1115.68,1144.03,2510620000,1144.03
2011-10-04,1097.42,1125.12,1074.77,1123.95,3714670000,1123.95
2011-10-03,1131.21,1138.99,1098.92,1099.23,5670340000,1099.23
2011-09-30,1159.93,1159.93,1131.34,1131.42,4416790000,1131.42
2011-09-29,1151.74,1175.87,1139.93,1160.40,5285740000,1160.40
2011-09-28,1175.39,1184.71,1150.40,1151.06,4787920000,1151.06
2011-09-27,1163.32,1195.86,1163.32,1175.38,5548130000,1175.38
2011-09-26,1136.91,1164.19,1131.07,1162.95,4762830000,1162.95
2011-09-23,1128.82,1141.72,1121.36,1136.43,5639930000,1136.43
2011-09-22,1164.55,1164.55,1114.22,1129.56,6703140000,1129.56
2011-09-21,1203.63,1206.30,1166.21,1166.76,4728550000,1166.76
2011-09-20,1204.50,1220.39,1201.29,1202.09,4315610000,1202.09
2011-09-19,1214.99,1214.99,1188.36,1204.09,4254190000,1204.09
2011-09-16,1209.21,1220.06,1204.46,1216.01,5248890000,1216.01
2011-09-15,1189.44,1209.11,1189.44,1209.11,4479730000,1209.11
2011-09-14,1173.32,1202.38,1162.73,1188.68,4986740000,1188.68
2011-09-13,1162.59,1176.41,1157.44,1172.87,4681370000,1172.87
2011-09-12,1153.50,1162.52,1136.07,1162.27,5168550000,1162.27
2011-09-09,1185.37,1185.37,1148.37,1154.23,4586370000,1154.23
2011-09-08,1197.98,1204.40,1183.34,1185.90,4465170000,1185.90
2011-09-07,1165.85,1198.62,1165.85,1198.62,4441040000,1198.62
2011-09-06,1173.97,1173.97,1140.13,1165.24,5103980000,1165.24
2011-09-02,1203.90,1203.90,1170.56,1173.97,4401740000,1173.97
2011-09-01,1219.12,1229.29,1203.85,1204.42,4780410000,1204.42
2011-08-31,1213.00,1230.71,1209.35,1218.89,5267840000,1218.89
2011-08-30,1209.76,1220.10,1195.77,1212.92,4572570000,1212.92
2011-08-29,1177.91,1210.28,1177.91,1210.08,4228070000,1210.08
2011-08-26,1158.85,1181.23,1135.91,1176.80,5035320000,1176.80
2011-08-25,1176.69,1190.68,1155.47,1159.27,5748420000,1159.27
2011-08-24,1162.16,1178.56,1156.30,1177.60,5315310000,1177.60
2011-08-23,1124.36,1162.35,1124.36,1162.35,5013170000,1162.35
2011-08-22,1123.55,1145.49,1121.09,1123.82,5436260000,1123.82
2011-08-19,1140.47,1154.54,1122.05,1123.53,5167560000,1123.53
2011-08-18,1189.62,1189.62,1131.03,1140.65,3234810000,1140.65
2011-08-17,1192.89,1208.47,1184.36,1193.89,4388340000,1193.89
2011-08-16,1204.22,1204.22,1180.53,1192.76,5071600000,1192.76
2011-08-15,1178.86,1204.49,1178.86,1204.49,4272850000,1204.49
2011-08-12,1172.87,1189.04,1170.74,1178.81,5640380000,1178.81
2011-08-11,1121.30,1186.29,1121.30,1172.64,3685050000,1172.64
2011-08-10,1171.77,1171.77,1118.01,1120.76,5018070000,1120.76
2011-08-09,1120.23,1172.88,1101.54,1172.53,2366660000,1172.53
2011-08-08,1198.48,1198.48,1119.28,1119.46,2615150000,1119.46
2011-08-05,1200.28,1218.11,1168.09,1199.38,5454590000,1199.38
2011-08-04,1260.23,1260.23,1199.54,1200.07,4266530000,1200.07
2011-08-03,1254.25,1261.20,1234.56,1260.34,6446940000,1260.34
2011-08-02,1286.56,1286.56,1254.03,1254.05,5206290000,1254.05
2011-08-01,1292.59,1307.38,1274.73,1286.94,4967390000,1286.94
2011-07-29,1300.12,1304.16,1282.86,1292.28,5061190000,1292.28
2011-07-28,1304.84,1316.32,1299.16,1300.67,4951800000,1300.67
2011-07-27,1331.91,1331.91,1303.49,1304.89,3479040000,1304.89
2011-07-26,1337.39,1338.51,1329.59,1331.94,4007050000,1331.94
2011-07-25,1344.32,1344.32,1331.09,1337.43,3536890000,1337.43
2011-07-22,1343.80,1346.10,1336.95,1345.02,3522830000,1345.02
2011-07-21,1325.65,1347.00,1325.65,1343.80,4837430000,1343.80
2011-07-20,1328.66,1330.43,1323.65,1325.84,3767420000,1325.84
2011-07-19,1307.07,1328.14,1307.07,1326.73,4304600000,1326.73
2011-07-18,1315.94,1315.94,1295.92,1305.44,4118160000,1305.44
2011-07-15,1308.87,1317.70,1307.52,1316.14,4242760000,1316.14
2011-07-14,1317.74,1326.88,1306.51,1308.87,4358570000,1308.87
2011-07-13,1314.45,1331.48,1314.45,1317.72,4060080000,1317.72
2011-07-12,1319.61,1327.17,1313.33,1313.64,4227890000,1313.64
2011-07-11,1343.31,1343.31,1316.42,1319.49,3879130000,1319.49
2011-07-08,1352.39,1352.39,1333.71,1343.80,3594360000,1343.80
2011-07-07,1339.62,1356.48,1339.62,1353.22,4069530000,1353.22
2011-07-06,1337.56,1340.94,1330.92,1339.22,3564190000,1339.22
2011-07-05,1339.59,1340.89,1334.30,1337.88,3722320000,1337.88
2011-07-01,1320.64,1341.01,1318.18,1339.67,3796930000,1339.67
2011-06-30,1307.64,1321.97,1307.64,1320.64,4200500000,1320.64
2011-06-29,1296.85,1309.21,1296.85,1307.41,4347540000,1307.41
2011-06-28,1280.21,1296.80,1280.21,1296.67,3681500000,1296.67
2011-06-27,1268.44,1284.91,1267.53,1280.10,3479070000,1280.10
2011-06-24,1283.04,1283.93,1267.24,1268.45,3665340000,1268.45
2011-06-23,1286.60,1286.60,1262.87,1283.50,4983450000,1283.50
2011-06-22,1295.48,1298.61,1286.79,1287.14,3718420000,1287.14
2011-06-21,1278.40,1297.62,1278.40,1295.52,4056150000,1295.52
2011-06-20,1271.50,1280.42,1267.56,1278.36,3464660000,1278.36
2011-06-17,1268.58,1279.82,1267.40,1271.50,4916460000,1271.50
2011-06-16,1265.53,1274.11,1258.07,1267.64,3846250000,1267.64
2011-06-15,1287.87,1287.87,1261.90,1265.42,4070500000,1265.42
2011-06-14,1272.22,1292.50,1272.22,1287.87,3500280000,1287.87
2011-06-13,1271.31,1277.04,1265.64,1271.83,4132520000,1271.83
2011-06-10,1288.60,1288.60,1268.28,1270.98,3846250000,1270.98
2011-06-09,1279.63,1294.54,1279.63,1289.00,3332510000,1289.00
2011-06-08,1284.63,1287.04,1277.42,1279.56,3970810000,1279.56
2011-06-07,1286.31,1296.22,1284.74,1284.94,3846250000,1284.94
2011-06-06,1300.26,1300.26,1284.72,1286.17,3555980000,1286.17
2011-06-03,1312.94,1312.94,1297.90,1300.16,3505030000,1300.16
2011-06-02,1314.55,1318.03,1305.61,1312.94,3762170000,1312.94
2011-06-01,1345.20,1345.20,1313.71,1314.55,4241090000,1314.55
2011-05-31,1331.10,1345.20,1331.10,1345.20,4696240000,1345.20
2011-05-27,1325.69,1334.62,1325.69,1331.10,3124560000,1331.10
2011-05-26,1320.64,1328.51,1314.41,1325.69,3259470000,1325.69
2011-05-25,1316.36,1325.86,1311.80,1320.47,4109670000,1320.47
2011-05-24,1317.70,1323.72,1313.87,1316.28,3846250000,1316.28
2011-05-23,1333.07,1333.07,1312.88,1317.37,3255580000,1317.37
2011-05-20,1342.00,1342.00,1330.67,1333.27,4066020000,1333.27
2011-05-19,1342.40,1346.82,1336.36,1343.60,3626110000,1343.60
2011-05-18,1328.54,1341.82,1326.59,1340.68,3922030000,1340.68
2011-05-17,1326.10,1330.42,1318.51,1328.98,4053970000,1328.98
2011-05-16,1334.77,1343.33,1327.32,1329.47,3846250000,1329.47
2011-05-13,1348.69,1350.47,1333.36,1337.77,3426660000,1337.77
2011-05-12,1339.39,1351.05,1332.03,1348.65,3777210000,1348.65
2011-05-11,1354.51,1354.51,1336.36,1342.08,3846250000,1342.08
2011-05-10,1348.34,1359.44,1348.34,1357.16,4223740000,1357.16
2011-05-09,1340.20,1349.44,1338.64,1346.29,4265250000,1346.29
2011-05-06,1340.24,1354.36,1335.58,1340.20,4223740000,1340.20
2011-05-05,1344.16,1348.00,1329.17,1335.10,3846250000,1335.10
2011-05-04,1355.90,1355.90,1341.50,1347.32,4223740000,1347.32
2011-05-03,1359.76,1360.84,1349.52,1356.62,4223740000,1356.62
2011-05-02,1365.21,1370.58,1358.59,1361.22,3846250000,1361.22
2011-04-29,1360.14,1364.56,1358.69,1363.61,3479070000,1363.61
2011-04-28,1353.86,1361.71,1353.60,1360.48,4036820000,1360.48
2011-04-27,1348.43,1357.49,1344.25,1355.66,4051570000,1355.66
2011-04-26,1336.75,1349.55,1336.75,1347.24,3908060000,1347.24
2011-04-25,1337.14,1337.55,1331.47,1335.25,2142130000,1335.25
2011-04-21,1333.23,1337.49,1332.83,1337.38,3587240000,1337.38
2011-04-20,1319.12,1332.66,1319.12,1330.36,4236280000,1330.36
2011-04-19,1305.99,1312.70,1303.97,1312.62,3886300000,1312.62
2011-04-18,1313.35,1313.35,1294.70,1305.14,4223740000,1305.14
2011-04-15,1314.54,1322.88,1313.68,1319.68,4223740000,1319.68
2011-04-14,1311.13,1316.79,1302.42,1314.52,3872630000,1314.52
2011-04-13,1314.03,1321.35,1309.19,1314.41,3850860000,1314.41
2011-04-12,1321.96,1321.96,1309.51,1314.16,4275490000,1314.16
2011-04-11,1329.01,1333.77,1321.06,1324.46,3478970000,1324.46
2011-04-08,1336.16,1339.46,1322.94,1328.17,3582810000,1328.17
2011-04-07,1334.82,1338.80,1326.56,1333.51,4005600000,1333.51
2011-04-06,1335.94,1339.38,1331.09,1335.54,4223740000,1335.54
2011-04-05,1332.03,1338.21,1330.03,1332.63,3852280000,1332.63
2011-04-04,1333.56,1336.74,1329.10,1332.87,4223740000,1332.87
2011-04-01,1329.48,1337.85,1328.89,1332.41,4223740000,1332.41
2011-03-31,1327.44,1329.77,1325.03,1325.83,3566270000,1325.83
2011-03-30,1321.89,1331.74,1321.89,1328.26,3809570000,1328.26
2011-03-29,1309.37,1319.45,1305.26,1319.44,3482580000,1319.44
2011-03-28,1315.45,1319.74,1310.19,1310.19,3215170000,1310.19
2011-03-25,1311.80,1319.18,1310.15,1313.80,4223740000,1313.80
2011-03-24,1300.61,1311.34,1297.74,1309.66,4223740000,1309.66
2011-03-23,1292.19,1300.51,1284.05,1297.54,3842350000,1297.54
2011-03-22,1298.29,1299.35,1292.70,1293.77,3576550000,1293.77
2011-03-21,1281.65,1300.58,1281.65,1298.38,4223730000,1298.38
2011-03-18,1276.71,1288.88,1276.18,1279.21,4685500000,1279.21
2011-03-17,1261.61,1278.88,1261.61,1273.72,4134950000,1273.72
2011-03-16,1279.46,1280.91,1249.05,1256.88,5833000000,1256.88
2011-03-15,1288.46,1288.46,1261.12,1281.87,5201400000,1281.87
2011-03-14,1301.19,1301.19,1286.37,1296.39,4050370000,1296.39
2011-03-11,1293.43,1308.35,1291.99,1304.28,3740400000,1304.28
2011-03-10,1315.72,1315.72,1294.21,1295.11,4723020000,1295.11
2011-03-09,1319.92,1323.21,1312.27,1320.02,3709520000,1320.02
2011-03-08,1311.05,1325.74,1306.86,1321.82,4531420000,1321.82
2011-03-07,1322.72,1327.68,1303.99,1310.13,3964730000,1310.13
2011-03-04,1330.73,1331.08,1312.59,1321.15,4223740000,1321.15
2011-03-03,1312.37,1332.28,1312.37,1330.97,4340470000,1330.97
2011-03-02,1305.47,1314.19,1302.58,1308.44,1025000000,1308.44
2011-03-01,1328.64,1332.09,1306.14,1306.33,1180420000,1306.33
2011-02-28,1321.61,1329.38,1320.55,1327.22,1252850000,1327.22
2011-02-25,1307.34,1320.61,1307.34,1319.88,3836030000,1319.88
2011-02-24,1307.09,1310.91,1294.26,1306.10,1222900000,1306.10
2011-02-23,1315.44,1317.91,1299.55,1307.40,1330340000,1307.40
2011-02-22,1338.91,1338.91,1312.33,1315.44,1322780000,1315.44
2011-02-18,1340.38,1344.07,1338.12,1343.01,1966450000,1343.01
2011-02-17,1334.37,1341.50,1331.00,1340.43,1966450000,1340.43
2011-02-16,1329.51,1337.61,1329.51,1336.32,1966450000,1336.32
2011-02-15,1330.43,1330.43,1324.61,1328.01,3926860000,1328.01
2011-02-14,1328.73,1332.96,1326.90,1332.32,3567040000,1332.32
2011-02-11,1318.66,1330.79,1316.08,1329.15,4219300000,1329.15
2011-02-10,1318.13,1322.78,1311.74,1321.87,4184610000,1321.87
2011-02-09,1322.48,1324.54,1314.89,1320.88,3922240000,1320.88
2011-02-08,1318.76,1324.87,1316.03,1324.57,3881530000,1324.57
2011-02-07,1311.85,1322.85,1311.85,1319.05,3902270000,1319.05
2011-02-04,1307.01,1311.00,1301.67,1310.87,3925950000,1310.87
2011-02-03,1302.77,1308.60,1294.83,1307.10,4370990000,1307.10
2011-02-02,1305.91,1307.61,1302.62,1304.03,4098260000,1304.03
2011-02-01,1289.14,1308.86,1289.14,1307.59,5164500000,1307.59
2011-01-31,1276.50,1287.17,1276.50,1286.12,4167160000,1286.12
2011-01-28,1299.63,1302.67,1275.10,1276.34,5618630000,1276.34
2011-01-27,1297.51,1301.29,1294.41,1299.54,4309190000,1299.54
2011-01-26,1291.97,1299.74,1291.97,1296.63,4730980000,1296.63
2011-01-25,1288.17,1291.26,1281.07,1291.18,4595380000,1291.18
2011-01-24,1283.29,1291.93,1282.47,1290.84,3902470000,1290.84
2011-01-21,1283.63,1291.21,1282.07,1283.35,4935320000,1283.35
2011-01-20,1280.85,1283.35,1271.26,1280.26,4935320000,1280.26
2011-01-19,1294.52,1294.60,1278.92,1281.92,4743710000,1281.92
2011-01-18,1293.22,1296.06,1290.16,1295.02,5284990000,1295.02
2011-01-14,1282.90,1293.24,1281.24,1293.24,4661590000,1293.24
2011-01-13,1285.78,1286.70,1280.47,1283.76,4310840000,1283.76
2011-01-12,1275.65,1286.87,1275.65,1285.96,4226940000,1285.96
2011-01-11,1272.58,1277.25,1269.62,1274.48,4050750000,1274.48
2011-01-10,1270.84,1271.52,1262.18,1269.75,4036450000,1269.75
2011-01-07,1274.41,1276.83,1261.70,1271.50,4963110000,1271.50
2011-01-06,1276.29,1278.17,1270.43,1273.85,4844100000,1273.85
2011-01-05,1268.78,1277.63,1265.36,1276.56,4764920000,1276.56
2011-01-04,1272.95,1274.12,1262.66,1270.20,4796420000,1270.20
2011-01-03,1257.62,1276.17,1257.62,1271.87,4286670000,1271.87
